DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,TYPE_ORGNS,RESEAU,SITE_WEB,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,STYLE_CART,CD_REG_ADM,NOM_MRC,NOM_REG_ADM,NOM_CEP,LANG_ENS
,932001,Collège d'Alma,Collège d'Alma,"675, boulevard Auger Ouest",,93042,Alma,V,G8B2B7,Cégep,Public,http://www.collegealma.ca/,-71.654535,48.545308,Collégial,1_Public,02,Lac-Saint-Jean-Est,Saguenay–Lac-Saint-Jean,Lac-Saint-Jean,français
,932002,Cégep de Chicoutimi,Cégep de Chicoutimi,"534, rue Jacques-Cartier Est",,94068,Saguenay,V,G7H1Z6,Cégep,Public,http://www.cegep-chicoutimi.qc.ca/,-71.052406,48.423148,Collégial,1_Public,02,Saguenay,Saguenay–Lac-Saint-Jean,Chicoutimi,français
,932003,Cégep de Jonquière,Cégep de Jonquière,"2505, rue Saint-Hubert",,94068,Saguenay,V,G7X7W2,Cégep,Public,http://www.cegepjonquiere.ca,-71.248379,48.406097,Collégial,1_Public,02,Saguenay,Saguenay–Lac-Saint-Jean,Jonquière,français
,932004,Cégep de Saint-Félicien,Cégep de St-Félicien,"1105, boulevard Hamel",,91042,Saint-Félicien,V,G8K2R8,Cégep,Public,http://www.cegepstfe.ca,-72.45869,48.649841,Collégial,1_Public,02,Le Domaine-du-Roy,Saguenay–Lac-Saint-Jean,Roberval,français
,932005,Centre québécois formation aéronautique,Centre québécois de formation aéronautique,"1, rue de l'Aéroport",,94240,Saint-Honoré,V,G0V1L0,Centre d'enseignement,Public,http://www.cqfa.ca,-71.058086,48.526062,Collégial,1_Public,02,Le Fjord-du-Saguenay,Saguenay–Lac-Saint-Jean,Dubuc,français
,932006,Centre études coll. à Chibougamau,Centre d'études collégiales à Chibougamau,"110, rue Obalski",,99025,Chibougamau,V,G8P2E9,Centre d'enseignement,Public,http://www.cec-chibougamau.qc.ca/,-74.36637,49.916551,Collégial,1_Public,10,Jamésie,Nord-du-Québec,Ungava,français
,932007,Centre études coll. en Charlevoix,Centre d'études collégiales en Charlevoix,"855, rue Richelieu (Pointe-au-Pic)",,15013,La Malbaie,V,G5A2X7,Centre d'enseignement,Public,http://www.ceccharlevoix.qc.ca,-70.143442,47.633572,Collégial,1_Public,03,Charlevoix-Est,Capitale-Nationale,Charlevoix-Côte-de-Beaupré,français
,932010,Agrinova,Agrinova,"640, rue Côté Ouest",,93042,Alma,V,G8B7S8,Centre collégial de transfert de technologie,Public,http://www.agrinova.qc.ca,-71.653756,48.546438,Collégial,1_Public,02,Lac-Saint-Jean-Est,Saguenay–Lac-Saint-Jean,Lac-Saint-Jean,
,932011,Centre Saint-Félicien (anglophone),Centre de Saint-Félicien (anglophone),"1105, boulevard Hamel",C.P. 7300,91042,Saint-Félicien,V,G8K2R8,Centre d'enseignement,Public,http://www.cstfelicien.qc.ca,-72.45869,48.649841,Collégial,1_Public,02,Le Domaine-du-Roy,Saguenay–Lac-Saint-Jean,Roberval,anglais
,932012,Centre d'études de Forestville,Centre d'études collégiales de Forestville,"16, 5e Avenue",,95045,Forestville,V,G0T1E0,Centre d'enseignement,Public,,-69.078879,48.741586,Collégial,1_Public,09,La Haute-Côte-Nord,Côte-Nord,René-Lévesque,français
,932020,Centre de géomatique du Québec inc.,Centre de géomatique du Québec inc.,"534, rue Jacques-Cartier Est",,94068,Saguenay,V,G7H1Z6,Centre collégial de transfert de technologie,Public,http://www.cgq.qc.ca,-71.052406,48.423148,Collégial,1_Public,02,Saguenay,Saguenay–Lac-Saint-Jean,Chicoutimi,
,932030,Centre de production automatisée,Centre de production automatisée (CPA),"3780, rue Panet",,94068,Saguenay,V,G7X0E5,Centre collégial de transfert de technologie,Public,http://cpa.cjonquiere.qc.ca/,-71.245067,48.403819,Collégial,1_Public,02,Saguenay,Saguenay–Lac-Saint-Jean,Jonquière,
,932090,ÉCOBES Recherche et transfert,ÉCOBES Recherche et transfert,"3791, rue de la Fabrique, 6e étage",Pavillon Manicouagan (Cégep Jonquière),94068,Saguenay,V,G7X7W2,Centre collégial de transfert de technologie,Public,http://cegepjonquiere.ca/ecobes/,-71.245221,48.404866,Collégial,1_Public,02,Saguenay,Saguenay–Lac-Saint-Jean,Jonquière,français
,932491,Écofaune boréale,Écofaune boréale,"1105, boulevard Hamel",,91042,Saint-Félicien,V,G8K2R8,Centre collégial de transfert de technologie,Public,ecofauneboreale@cegepstfe.ca,-72.45869,48.649841,Collégial,1_Public,02,Le Domaine-du-Roy,Saguenay–Lac-Saint-Jean,Roberval,
,933000,Collège Dawson,Collège Dawson,"3040, rue Sherbrooke Ouest",,66023,Montréal,V,H3Z1A4,Cégep,Public,http://www.dawsoncollege.qc.ca/,-73.587394,45.49035,Collégial,1_Public,06,Montréal,Montréal,Westmount-Saint-Louis,anglais
,933003,Cen. étu. col. Prem. Nations  (an.),Centre d'études collégiales des Premières Nations (anglophone),"1205, route Marie-Victorin",,50802,Odanak,R,J0G1H0,Centre d'enseignement,Public,http://www.ippn-fnpi.com,-72.801798,46.080747,Collégial,1_Public,17,Nicolet-Yamaska,Centre-du-Québec,Nicolet-Bécancour,anglais
,934000,Vanier College,Vanier College,"821, avenue Sainte-Croix",,66023,Montréal,V,H4L3X9,Cégep,Public,http://www.vaniercollege.qc.ca/,-73.674504,45.514789,Collégial,1_Public,06,Montréal,Montréal,Acadie,anglais
,935000,Cégep John Abbott,Cégep John Abbott,"21275, rue Lakeshore",,66117,Sainte-Anne-de-Bellevue,V,H9X3L9,Cégep,Public,http://www.johnabbott.qc.ca/,-73.941788,45.40641,Collégial,1_Public,06,Montréal,Montréal,Jacques-Cartier,anglais
,935090,Centre expert. recherche pharmaceutiques,Centre d'expertise et de recherche appliquée en sciences pharmaceutiques,"21275, chemin Lakeshore",,66117,Sainte-Anne-de-Bellevue,V,H9X3L9,Centre collégial de transfert de technologie,Public,,-73.943197,45.404136,Collégial,1_Public,06,Montréal,Montréal,Jacques-Cartier,
,936000,Cégep régional Champlain,Cégep régional Champlain,"1301, boulevard Portland",,43027,Sherbrooke,V,J1J1S2,Collège régional,Public,http://www.crc-sher.qc.ca,-71.90884,45.403941,Collégial,1_Public,05,Sherbrooke,Estrie,Sherbrooke,anglais
,936001,Cégep Champlain à Lennoxville,Cégep Champlain à Lennoxville,"2580, rue Collège",,43027,Sherbrooke,V,J1M2K3,Collège constituant,Public,http://www.crc-lennox.qc.ca/,-71.845029,45.366136,Collégial,1_Public,05,Sherbrooke,Estrie,Saint-François,anglais
,936002,Cégep Champlain-Saint-Lawrence,Cégep Champlain-Saint-Lawrence,"790, avenue Nérée-Tremblay",,23027,Québec,V,G1V4K2,Collège constituant,Public,http://www.slc.qc.ca/,-71.282441,46.788206,Collégial,1_Public,03,Québec,Capitale-Nationale,Jean-Talon,anglais
,936003,Cégep Champlain à Saint-Lambert,Cégep Champlain à Saint-Lambert,"900, Riverside Drive",,58012,Saint-Lambert,V,J4P3P2,Collège constituant,Public,http://www.champlainonline.com,-73.520389,45.516352,Collégial,1_Public,16,Longueuil,Montérégie,Laporte,anglais
,937000,Cégep Beauce-Appalaches,Cégep Beauce-Appalaches,"1055, 116e Rue Est",,29073,Saint-Georges,V,G5Y3G1,Cégep,Public,http://www.cegepba.qc.ca,-70.66939,46.126489,Collégial,1_Public,12,Beauce-Sartigan,Chaudière-Appalaches,Beauce-Sud,français
,937001,Centre d'études de Lac-Mégantic,Centre d'études collégiales de Lac-Mégantic,"3800, rue Cousineau",,30030,Lac-Mégantic,V,G6B2A3,Centre d'enseignement,Public,www.cec.lacmegantic.qc.ca,-70.8863,45.580702,Collégial,1_Public,05,Le Granit,Estrie,Mégantic,français
,937002,Centre d'études collégiales de Ste-Marie,Centre d'études collégiales de Sainte-Marie,"1150, boulevard Vachon Nord",,26030,Sainte-Marie,V,G6E0R1,Centre d'enseignement,Public,http://www.cegepba.qc.ca/programmes-detudes/centre,-71.039352,46.458327,Collégial,1_Public,12,La Nouvelle-Beauce,Chaudière-Appalaches,Beauce-Nord,français
,937090,MÉCANIUM inc.,MÉCANIUM inc.,"11700, 25e Avenue Est",,29073,Saint-Georges,V,G5Y8B8,Centre collégial de transfert de technologie,Public,www.sitte.qc.ca,-70.664363,46.130127,Collégial,1_Public,12,Beauce-Sartigan,Chaudière-Appalaches,Beauce-Sud,
,938000,Cégep Marie-Victorin,Cégep Marie-Victorin,"7000, rue Marie-Victorin",,66023,Montréal,V,H1G2J6,Cégep,Public,http://www.cegepmv.ca,-73.605529,45.618066,Collégial,1_Public,06,Montréal,Montréal,LaFontaine,français
,938003,Marie-Victorin (sect. anglophone) Cégep,Cégep Marie-Victorin (section anglophone),"7000, rue Marie-Victorin",,66023,Montréal,V,H1G2J6,Centre d'enseignement,Public,http://www.collegemc.qc.ca,-73.605529,45.618066,Collégial,1_Public,06,Montréal,Montréal,LaFontaine,anglais
,938090,"Vestechpro, Cen. recher. inno. habille.",VESTECHPRO Centre de recherche et d'innovation en habillement,"7000, rue Marie-Victorin",Local S-007,66023,Montréal,V,H1G2J6,Centre collégial de transfert de technologie,Public,http://www.vestechpro.com,-73.605529,45.618066,Collégial,1_Public,06,Montréal,Montréal,LaFontaine,
,939000,Cégep Gérald-Godin,Cégep Gérald-Godin,"15615, boulevard Gouin Ouest",,66023,Montréal,V,H9H5K8,Cégep,Public,http://www.cgodin.qc.ca,-73.868988,45.483381,Collégial,1_Public,06,Montréal,Montréal,Nelligan,français
,940000,Cégep régional de Lanaudière,Cégep régional de Lanaudière,"781, rue Notre-Dame",,60013,Repentigny,V,J5Y1B4,Collège régional,Public,http://www.cegep-lanaudiere.qc.ca,-73.426006,45.75983,Collégial,1_Public,14,L'Assomption,Lanaudière,Repentigny,français
,940001,Cégep rég. Lanaudière à L'Assomption,Cégep régional de Lanaudière à L'Assomption,"180, rue Dorval",,60028,L'Assomption,V,J5W6C1,Collège constituant,Public,http://www.cegep-lanaudiere.qc.ca,-73.420818,45.828706,Collégial,1_Public,14,L'Assomption,Lanaudière,L'Assomption,français
,940002,Cégep rég. Lanaudière à Terrebonne,Cégep régional de Lanaudière à Terrebonne,"2505, boulevard des Entreprises",,64008,Terrebonne,V,J6X5S5,Collège constituant,Public,http://www.cegep-lanaudiere.qc.ca,-73.705615,45.720681,Collégial,1_Public,14,Les Moulins,Lanaudière,Terrebonne,français
,940291,INÉDI,INÉDI,"2505, boulevard des Entreprises",,64008,Terrebonne,V,J6X5S5,Centre collégial de transfert de technologie,Public,www.inedi.ca,-73.705615,45.720681,Collégial,1_Public,14,Les Moulins,Lanaudière,Terrebonne,
