DT_MAJ_GDUNO,COMBINE_NUO_NUI,CD_ORGNS,NOM_COURT_ORGNS,NOM_OFFCL_ORGNS,ADRS_GEO_L1_GDUNO_ORGNS,ADRS_GEO_L2_GDUNO_ORGNS,CD_POSTL_GDUNO_ORGNS,CD_MUNCP_GDUNO_ORGNS,NOM_MUNCP_GDUNO_ORGNS,CD_IMM,NOM_IMM,ADRS_GEO_L1_GDUNO_IMM,ADRS_GEO_L2_GDUNO_IMM,CD_MUNCP_GDUNO_IMM,NOM_MUNCP_GDUNO_IMM,CD_POSTL_GDUNO_IMM,PRESC,PRIM,SEC,FORM_PRO,ADULTE,SITE_WEB_ORGNS,COORD_X_LL84_IMM,COORD_Y_LL84_IMM,ORDRE_ENS,CD_CS,TYPE_CS,STYLE_CART,NOM_MUNCP,NOM_MRC,NOM_REG_ADM,NOM_CEP,NOM_CS
,255677222,772026,École du Marais,École du Marais,"200, rue du Marigot",,J9J0T9,81017,Gatineau,772014,"Marais, du","200, rue du Marigot",,81017,Gatineau,J9J0T9,1,1,0,0,0,,-75.806508,45.426234,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Hull,Centre de services scolaire des Portages-de-l'Outaouais
,239862930,772027,École de la Vallée-des-Voyageurs,École de la Vallée-des-Voyageurs,"14, chemin du Village",,J0X2G0,82030,Pontiac,772001,Notre-Dame-de-la-Joie,"14, chemin du Village",,82030,Pontiac,J0X2G0,1,1,0,0,0,,-76.015125,45.534825,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Pontiac,Les Collines-de-l'Outaouais,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,239862931,772027,École de la Vallée-des-Voyageurs,École de la Vallée-des-Voyageurs,"14, chemin du Village",,J0X2G0,82030,Pontiac,772002,Sainte-Marie,"19, rue Church",,82030,Pontiac,J0X2V0,1,1,0,0,0,,-76.232817,45.519119,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Pontiac,Les Collines-de-l'Outaouais,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,223596851,772028,École des Deux-Ruisseaux,École des Deux-Ruisseaux,"278, rue de l'Atmosphère",,J9J3V2,81017,Gatineau,772011,"Deux-Ruisseaux, des","278, rue de l'Atmosphère",,81017,Gatineau,J9J3V2,1,1,0,0,0,,-75.793511,45.436121,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Hull,Centre de services scolaire des Portages-de-l'Outaouais
,262517303,772029,École des Tournesols,École des Tournesols,"45, rue de la Fabrique",,J9J0E1,81017,Gatineau,772016,"Tournesols, des","45, rue de la Fabrique",,81017,Gatineau,J9J0E1,1,1,0,0,0,,-75.858476,45.411132,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,267207423,772032,École de l'Amérique-Française,École de l'Amérique-Française,"125, boulevard de l'Amérique-Française",,J9J1G9,81017,Gatineau,772017,"Amérique-Française, de l'","125, de l'Amérique-Française",,81017,Gatineau,J9J1G9,1,1,0,0,0,,-75.812411,45.436718,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Hull,Centre de services scolaire des Portages-de-l'Outaouais
,269587474,772033,École des Cavaliers,École des Cavaliers,"120, rue Nancy-Elliot",,J9H0J3,81017,Gatineau,772018,"Cavaliers, des","120, rue Nancy-Elliott",,81017,Gatineau,J9H0J3,1,1,0,0,0,,-75.800251,45.400042,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,118753173,783016,École Saint-Marc - La Corne,École Saint-Marc - La Corne,"455, route 111",,J0Y1J0,88040,Saint-Marc-de-Figuery,783022,Notre-Dame-du-Sacré-Coeur (Saint-Marc-de-Figuery),"455, Route 111 Est",,88040,Saint-Marc-de-Figuery,J0Y1J0,1,1,0,0,0,http://www.csharricana.qc.ca,-78.046851,48.474562,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Saint-Marc-de-Figuery,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118763174,783017,École Saint-Félix--Saint-Dominique,École Saint-Félix--Saint-Dominique,"11, rue de l'Église Est",,J0Y1G0,88060,Saint-Félix-de-Dalquier,783023,Notre-Dame-des-Écoles,"11, rue de l'Église",,88060,Saint-Félix-de-Dalquier,J0Y1G0,1,1,0,0,0,http://www.csharricana.qc.ca,-78.111491,48.67602,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118763175,783017,École Saint-Félix--Saint-Dominique,École Saint-Félix--Saint-Dominique,"11, rue de l'Église Est",,J0Y1G0,88060,Saint-Félix-de-Dalquier,783024,Notre-Dame-du-Rosaire,"225, rue Principale",,88065,Saint-Dominique-du-Rosaire,J0Y2K0,0,1,0,0,0,http://www.csharricana.qc.ca,-78.11476,48.762891,Primaire,783000,Franco,2_OrgImm_Franco_primaire,Saint-Dominique-du-Rosaire,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118773168,783018,École Sacré-Coeur - Saint-Viateur,École Sacré-Coeur - Saint-Viateur,"662, 1re Rue Est",,J9T2H6,88055,Amos,783017,Sacré-Coeur,"712, 1re Rue Est",,88055,Amos,J9T2H8,1,1,0,0,0,http://www.csharricana.qc.ca/primaire/stviateur/index.html,-78.112929,48.576728,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118773177,783018,École Sacré-Coeur - Saint-Viateur,École Sacré-Coeur - Saint-Viateur,"662, 1re Rue Est",,J9T2H6,88055,Amos,783026,Saint-Viateur,"662, 1re Rue Est",,88055,Amos,J9T2H6,1,1,0,0,0,http://www.csharricana.qc.ca/primaire/stviateur/index.html,-78.112954,48.575808,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118783156,783019,École Saint-Mathieu - La Motte,École Saint-Mathieu - La Motte,"235, route 109",,J0Y1M0,88050,Saint-Mathieu-d'Harricana,783001,La Motte,"357, chemin Saint-Luc",,88045,La Motte,J0Y1T0,0,1,0,0,0,http://www.csharricana.qc.ca,-78.108882,48.327897,Primaire,783000,Franco,2_OrgImm_Franco_primaire,La Motte,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118783176,783019,École Saint-Mathieu - La Motte,École Saint-Mathieu - La Motte,"235, route 109",,J0Y1M0,88050,Saint-Mathieu-d'Harricana,783025,Saint-Mathieu,"235, Route 109 Sud",,88050,Saint-Mathieu-d'Harricana,J0Y1M0,1,1,0,0,0,http://www.csharricana.qc.ca,-78.139404,48.473473,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Saint-Mathieu-d'Harricana,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,115223895,763236,École des Sources,École des Sources,"2900, chemin Lake",,H9B2P1,66142,Dollard-des-Ormeaux,763087,"Sources, des","2900, chemin Lake",,66142,Dollard-des-Ormeaux,H9B2P1,0,0,1,0,0,http://www.ecoledessources.com/,-73.812193,45.490318,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Dollard-des-Ormeaux,Montréal,Montréal,Robert-Baldwin,Centre de services scolaire Marguerite-Bourgeoys
,115233693,763237,École John-F.-Kennedy,École John-F.- Kennedy,"215, avenue Elm",,H9W2E2,66107,Beaconsfield,763070,John-F.-Kennedy,"215, avenue Elm",,66107,Beaconsfield,H9W2E2,1,1,1,0,0,www.ecolecsmb.com/jfk,-73.859216,45.4332,Préscolaire - Primaire - Secondaire,763000,Franco,5_OrgImm_Franco_presc_prim_sec,Beaconsfield,Montréal,Montréal,Jacques-Cartier,Centre de services scolaire Marguerite-Bourgeoys
,115233922,763237,École John-F.-Kennedy,École John-F.- Kennedy,"215, avenue Elm",,H9W2E2,66107,Beaconsfield,763094,"John-F.-Kennedy, édifice Bélanger","49-51, avenue Bélanger",,66023,Montréal,H8R3K5,1,1,1,0,0,www.ecolecsmb.com/jfk,-73.654068,45.42408,Préscolaire - Primaire - Secondaire,763000,Franco,5_OrgImm_Franco_presc_prim_sec,Montréal,Montréal,Montréal,Marguerite-Bourgeoys,Centre de services scolaire Marguerite-Bourgeoys
,115237298,763237,École John-F.-Kennedy,École John-F.- Kennedy,"215, avenue Elm",,H9W2E2,66107,Beaconsfield,763135,"Eau-Vive, L'","171, avenue Orchard",,66023,Montréal,H8R3G3,1,1,1,0,0,www.ecolecsmb.com/jfk,-73.646862,45.422621,Préscolaire - Primaire - Secondaire,763000,Franco,5_OrgImm_Franco_presc_prim_sec,Montréal,Montréal,Montréal,Marguerite-Bourgeoys,Centre de services scolaire Marguerite-Bourgeoys
,115237299,763237,École John-F.-Kennedy,École John-F.- Kennedy,"215, avenue Elm",,H9W2E2,66107,Beaconsfield,763136,"Sas, édifice Pierrefonds, du","13280, rue Huntington",,66023,Montréal,H8Z1G2,1,1,1,0,0,www.ecolecsmb.com/jfk,-73.849457,45.508711,Préscolaire - Primaire - Secondaire,763000,Franco,5_OrgImm_Franco_presc_prim_sec,Montréal,Montréal,Montréal,Nelligan,Centre de services scolaire Marguerite-Bourgeoys
,115237893,763237,École John-F.-Kennedy,École John-F.- Kennedy,"215, avenue Elm",,H9W2E2,66107,Beaconsfield,763155,"J.-F.-Kennedy, édifice Beaconsfield","265, rue Allancroft",,66107,Beaconsfield,H9W2R8,1,1,1,0,0,www.ecolecsmb.com/jfk,-73.858639,45.441049,Préscolaire - Primaire - Secondaire,763000,Franco,5_OrgImm_Franco_presc_prim_sec,Beaconsfield,Montréal,Montréal,Jacques-Cartier,Centre de services scolaire Marguerite-Bourgeoys
,115246448,763238,École Rose-Virginie-Pelletier,École Rose-Virginie-Pelletier,"9469, boulevard Gouin Ouest",,H8Y1T2,66023,Montréal,763850,Centre Rose-Virginie-Pelletier,"9469, boulevard Gouin Ouest",,66023,Montréal,H8Y1T2,0,0,1,0,0,http://www3.csmb.qc.ca/ecoles/rose-virginie-pelletier,-73.774508,45.507709,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Montréal,Montréal,Montréal,Robert-Baldwin,Centre de services scolaire Marguerite-Bourgeoys
,115247064,763238,École Rose-Virginie-Pelletier,École Rose-Virginie-Pelletier,"9469, boulevard Gouin Ouest",,H8Y1T2,66023,Montréal,763870,Centre Rose-Virginie-Pelletier (2),"9469, boulevard Gouin Ouest",,66023,Montréal,H8Y1T2,0,0,1,0,0,http://www3.csmb.qc.ca/ecoles/rose-virginie-pelletier,-73.774508,45.507709,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Montréal,Montréal,Montréal,Robert-Baldwin,Centre de services scolaire Marguerite-Bourgeoys
,116672958,771013,École du Nouveau-Monde,École du Nouveau-Monde,"25, rue Saint-Arthur",,J8T3C2,81017,Gatineau,771079,"Nouveau-Monde (édifice Saint-Rosaire), du","9, rue Sainte-Yvonne",,81017,Gatineau,J8T1X6,1,1,0,0,0,https://nouveaumonde.cssd.gouv.qc.ca/,-75.689325,45.471574,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116672959,771013,École du Nouveau-Monde,École du Nouveau-Monde,"25, rue Saint-Arthur",,J8T3C2,81017,Gatineau,771080,"Nouveau-Monde (édifice Paquin), du","25, rue Saint-Arthur",,81017,Gatineau,J8T3C2,1,1,1,0,0,https://nouveaumonde.cssd.gouv.qc.ca/,-75.689937,45.470937,Préscolaire - Primaire - Secondaire,771000,Franco,5_OrgImm_Franco_presc_prim_sec,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116682944,771015,École Sainte-Élisabeth,École Sainte-Élisabeth,"51, chemin Sainte-Élisabeth",,J8V3E8,82020,Cantley,771012,Sainte-Élisabeth,"51, chemin Sainte-Élisabeth",,82020,Cantley,J8V3E8,1,1,0,0,0,https://ste-elisabeth.cssd.gouv.qc.ca/,-75.77314,45.564864,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Cantley,Les Collines-de-l'Outaouais,Outaouais,Gatineau,Centre de services scolaire des Draveurs
,116702963,771017,École La Source,École La Source,"22, rue de l'Acadie",,J8T6G8,81017,Gatineau,771206,La Source,"22, rue de l'Acadie",,81017,Gatineau,J8T6G8,1,1,0,0,0,https://source.cssd.gouv.qc.ca/,-75.704454,45.487317,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116712964,771018,École Le Petit Prince,École Le Petit Prince,"44, rue de Juan-les-Pins",,J8T6H2,81017,Gatineau,771207,Le Petit Prince,"44, rue de Juan-les-Pins",,81017,Gatineau,J8T6H2,1,1,0,0,0,https://petitprince.cssd.gouv.qc.ca/,-75.73293,45.485262,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Gatineau,Centre de services scolaire des Draveurs
,116722965,771019,École l'Oiseau Bleu,École l'Oiseau Bleu,"184, rue Nelligan",,J8T6J9,81017,Gatineau,771208,"Oiseau-Bleu, l'","184, rue Nelligan",,81017,Gatineau,J8T6J9,1,1,0,0,0,https://oiseaubleu.cssd.gouv.qc.ca/,-75.694567,45.485421,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116735903,771020,École de l'Envolée,École de l'Envolée,"299, rue Ernest-Gaboury",,J8V2P8,81017,Gatineau,771240,"Envolée, de l'","299, rue Ernest-Gaboury",,81017,Gatineau,J8V2P8,1,1,0,0,0,https://envolee.cssd.gouv.qc.ca/,-75.696012,45.497111,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116746088,771021,École du Vallon,École du Vallon,"88, rue de Cannes",,J8V2M4,81017,Gatineau,771242,"Vallon, du","88, rue de Cannes",,81017,Gatineau,J8V2M4,1,1,0,0,0,https://vallon.cssd.gouv.qc.ca/,-75.724935,45.4969,Préscolaire - Primaire,771000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Gatineau,Centre de services scolaire des Draveurs
,273997568,772034,École de la Forêt,École de la Forêt,"219, avenue du Bois-Franc",,J9J2V3,81017,Gatineau,772019,"Forêt, de la","219, avenue du Bois-Franc",,81017,Gatineau,J9J2V3,1,1,0,0,0,,-75.845103,45.415463,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,283747590,772035,École de la Petite-Ourse,École de la Petite-Ourse,245 rue du Raton-Laveur,,J9J3G8,81017,Gatineau,772020,"Petite-Ourse, de la","245, rue du Raton-Laveur",,81017,Gatineau,J9J3G8,1,1,0,0,0,,-75.856788,45.42385,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,283757787,772036,École du Grand-Héron,École du Grand-Héron,"395, Boulevard de lAmérique-Française",,J9J2T5,81017,Gatineau,772021,"Grand-Héron, du","395, Amérique-Française",,81017,Gatineau,J9J2T5,1,1,0,0,0,,-75.803129,45.430013,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Hull,Centre de services scolaire des Portages-de-l'Outaouais
,289688009,772037,École de l'Aigle,École de l'Aigle,"155, rue du Golf",,J9J0R1,81017,Gatineau,772024,"Aigle, primaire de l'","155, rue du Golf",,81017,Gatineau,J9J0R1,1,1,0,0,0,,-75.815569,45.405513,Préscolaire - Primaire,772000,Franco,4_OrgImm_Franco_presc_prim,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,283767764,772040,École secondaire de la Nouvelle-Ère,École secondaire de la Nouvelle-Ère,400 rue Fraser,,J9J4G1,81017,Gatineau,772022,"Nouvelle Ère, secondaire de la","400, chemin Fraser",,81017,Gatineau,J9J4G1,0,1,1,0,0,,-75.825741,45.398129,Primaire - Secondaire,772000,Franco,7_OrgImm_Franco_prim_sec,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,285217765,772041,École secondaire de la Cité,École secondaire de la Cité,"495, boulevard du Plateau",,J9J4J8,81017,Gatineau,772023,"Cité (041), secondaire de la","495, boulevard du Plateau",,81017,Gatineau,J9J4J8,0,0,1,0,0,https://ecole041.csspo.gouv.qc.ca/,-75.800758,45.43563,Secondaire,772000,Franco,3_OrgImm_Franco_secondaire,Gatineau,Gatineau,Outaouais,Hull,Centre de services scolaire des Portages-de-l'Outaouais
,117275413,772042,École secondaire des Lacs,École secondaire des Lacs,"32, chemin Passe-Partout",,J0X2W0,82035,La Pêche,772234,"Lacs, secondaire des","32, chemin Passe-Partout",,82035,La Pêche,J0X2W0,0,0,1,0,0,http://www.cspo.qc.ca/ecole/deslacs/index.htm,-76.037557,45.643528,Secondaire,772000,Franco,3_OrgImm_Franco_secondaire,La Pêche,Les Collines-de-l'Outaouais,Outaouais,Gatineau,Centre de services scolaire des Portages-de-l'Outaouais
,117305375,772044,École secondaire Grande-Rivière,École secondaire Grande-Rivière,"100, rue Broad",,J9H6A9,81017,Gatineau,772171,"Grande-Rivière, secondaire","100, rue Broad",,81017,Gatineau,J9H6A9,0,0,1,0,0,http://www.cspo.qc.ca/ecole/esgr/default.asp,-75.843581,45.40446,Secondaire,772000,Franco,3_OrgImm_Franco_secondaire,Gatineau,Gatineau,Outaouais,Pontiac,Centre de services scolaire des Portages-de-l'Outaouais
,118793158,783020,École Notre-Dame-de-Fatima,École Notre-Dame-de-Fatima,"121, avenue Principale Est",,J0Y1V0,88035,Landrienne,783005,Notre-Dame-de-Fatima,"121, rue Principale Est",,88035,Landrienne,J0Y1V0,1,1,0,0,0,http://www.csharricana.qc.ca/primaire/landrienne/index.html,-77.950781,48.547743,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Landrienne,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,271733169,783022,École alternative Harricana,Alternative Harricana,"601, 4e Rue Ouest",,J9T2S1,88055,Amos,783018,Alternative Harricana,"601, 4e Rue Ouest",,88055,Amos,J9T2S1,1,1,0,0,0,www.csharricana.qc.ca,-78.127432,48.574329,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,274275420,783023,École secondaire d'Amos,École secondaire d'Amos,"850, 1 Rue Est",,J9T2H8,88055,Amos,783074,La Calypso,"800, 1re Rue Est",,88055,Amos,J9T2H8,0,1,1,0,0,www.csharricana.qc.ca,-78.113014,48.577112,Primaire - Secondaire,783000,Franco,7_OrgImm_Franco_prim_sec,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,274275422,783023,École secondaire d'Amos,École secondaire d'Amos,"850, 1 Rue Est",,J9T2H8,88055,Amos,783076,Polyvalente de la Forêt,"850, 1re Rue Est",,88055,Amos,J9T2H8,1,1,1,0,0,www.csharricana.qc.ca,-78.112542,48.57861,Préscolaire - Primaire - Secondaire,783000,Franco,5_OrgImm_Franco_presc_prim_sec,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,289713184,783024,École de Barraute,École de Barraute,"430, 9e Avenue","430, 9e Avenue",J0Y1A0,88022,Barraute,783036,Notre-Dame-du-Sacré-Coeur (Barraute),"430, 9e Avenue",,88022,Barraute,J0Y1A0,1,1,0,0,0,cssh.gouv.qc.ca,-77.635458,48.440547,Préscolaire - Primaire,783000,Franco,4_OrgImm_Franco_presc_prim,Barraute,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,289715427,783024,École de Barraute,École de Barraute,"430, 9e Avenue","430, 9e Avenue",J0Y1A0,88022,Barraute,783077,Natagan,"570, rue Principale Nord",,88022,Barraute,J0Y1A0,0,0,1,0,0,cssh.gouv.qc.ca,-77.634257,48.439114,Secondaire,783000,Franco,3_OrgImm_Franco_secondaire,Barraute,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118823167,783350,La Passerelle,Centre d'éducation des adultes de la Passerelle,"341, rue Principale Nord",,J9T2L8,88055,Amos,783016,Pavillon de la Santé,"551, 1re Rue Est",,88055,Amos,J9T2H3,0,0,0,0,1,http://www.csharricana.qc.ca/centre/cfgh/index.html,-78.113889,48.573384,Éducation aux adultes,783000,Franco,9_OrgImm_Franco_Adu,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,118826275,783350,La Passerelle,Centre d'éducation des adultes de la Passerelle,"341, rue Principale Nord",,J9T2L8,88055,Amos,783031,Pavillon de la Foresterie,"751, 4e Rue Est",,88055,Amos,J9T3Y3,0,0,0,0,1,http://www.csharricana.qc.ca/centre/cfgh/index.html,-78.106765,48.577556,Éducation aux adultes,783000,Franco,9_OrgImm_Franco_Adu,Amos,Abitibi,Abitibi-Témiscamingue,Abitibi-Ouest,Centre de services scolaire Harricana
,115263900,763240,École Félix-Leclerc,École Félix-Leclerc,"311, rue Inglewood",,H9R2Z8,66097,Pointe-Claire,763089,Félix-Leclerc,"311, avenue Inglewood",,66097,Pointe-Claire,H9R2Z8,0,0,1,0,0,www.ecolecsmb.com/felixleclerc,-73.827159,45.448569,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Pointe-Claire,Montréal,Montréal,Jacques-Cartier,Centre de services scolaire Marguerite-Bourgeoys
,115263899,763240,École Félix-Leclerc,École Félix-Leclerc,"311, rue Inglewood",,H9R2Z8,66097,Pointe-Claire,763097,"Félix-Leclerc, édifice Robert-Plourde","130, avenue Ambassador",,66097,Pointe-Claire,H9R1S8,0,0,1,0,0,www.ecolecsmb.com/felixleclerc,-73.826575,45.44936,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Pointe-Claire,Montréal,Montréal,Jacques-Cartier,Centre de services scolaire Marguerite-Bourgeoys
,115284007,763241,École Dorval-Jean XXIII,École Dorval-Jean XXIII,"1301, avenue Dawson",,H9S1Y3,66087,Dorval,763088,"Dorval-Jean-XXIII, édifice Dorval","1350, avenue Carson",,66087,Dorval,H9S1M6,0,0,1,0,0,www.ecolecsmb.com/dorvaljeanxxiii,-73.757087,45.443482,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Dorval,Montréal,Montréal,Marquette,Centre de services scolaire Marguerite-Bourgeoys
,115283868,763241,École Dorval-Jean XXIII,École Dorval-Jean XXIII,"1301, avenue Dawson",,H9S1Y3,66087,Dorval,763090,"Dorval-Jean-XXIII, édifice Jean-XXIII","1301, avenue Dawson",,66087,Dorval,H9S1Y3,0,0,1,0,0,www.ecolecsmb.com/dorvaljeanxxiii,-73.755387,45.442795,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Dorval,Montréal,Montréal,Marquette,Centre de services scolaire Marguerite-Bourgeoys
,115303860,763243,École Saint-Georges,École Saint-Georges,"3, avenue Pearson",,H9X3P7,66127,Senneville,763086,Saint-Georges,"3, avenue Pearson",,66127,Senneville,H9X3P7,0,0,1,0,0,www.ecolecsmb.com/saintgeorges,-73.951693,45.413354,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Senneville,Montréal,Montréal,Jacques-Cartier,Centre de services scolaire Marguerite-Bourgeoys
,115306783,763243,École Saint-Georges,École Saint-Georges,"3, avenue Pearson",,H9X3P7,66127,Senneville,763128,Édifice du Petit-Saint-Georges,"1, avenue Pearson",,66127,Senneville,H9X3P7,0,0,1,0,0,www.ecolecsmb.com/saintgeorges,-73.951693,45.413354,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Senneville,Montréal,Montréal,Jacques-Cartier,Centre de services scolaire Marguerite-Bourgeoys
,280557682,763245,École de l'Altitude,École de l'Altitude,"5060, boulevard des Sources",,H8Y3E4,66023,Montréal,763159,"Altitude, de l'","5060, boulevard des Sources",,66023,Montréal,H8Y3E4,0,0,1,0,0,,-73.82447,45.509782,Secondaire,763000,Franco,3_OrgImm_Franco_secondaire,Montréal,Montréal,Montréal,Nelligan,Centre de services scolaire Marguerite-Bourgeoys
,115315550,763301,CEA Champlain,Centre d'éducation des adultes Champlain,"1201, rue Argyle",,H4H1V4,66023,Montréal,763035,Île-des-Soeurs,"530, rue de Gaspé",,66023,Montréal,H3E1E7,0,0,0,0,1,http://champlain.centrecsmb.com,-73.548174,45.456898,Éducation aux adultes,763000,Franco,9_OrgImm_Franco_Adu,Montréal,Montréal,Montréal,Verdun,Centre de services scolaire Marguerite-Bourgeoys
,116752908,771022,Polyvalente Nicolas-Gatineau,École Polyvalente Nicolas-Gatineau,"360, boulevard La Vérendrye Est",,J8P6K7,81017,Gatineau,771175,Polyvalente Nicolas-Gatineau,"360, boul. La Vérendrye Est",,81017,Gatineau,J8P6K7,0,1,1,0,0,https://nicolas-gatineau.cssd.gouv.qc.ca/,-75.645705,45.49859,Primaire - Secondaire,771000,Franco,7_OrgImm_Franco_prim_sec,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116765399,771033,Polyvalente de l'Érablière,École Polyvalente de l'Érablière,"500, rue de Cannes",,J8V1J6,81017,Gatineau,771198,Polyvalente de l'Érablière,"500, rue de Cannes",,81017,Gatineau,J8V1J6,0,0,1,0,0,https://erabliere.cssd.gouv.qc.ca/,-75.739708,45.493688,Secondaire,771000,Franco,3_OrgImm_Franco_secondaire,Gatineau,Gatineau,Outaouais,Gatineau,Centre de services scolaire des Draveurs
,116772948,771035,Polyvalente Le Carrefour,Polyvalente Le Carrefour,"50, chemin de la Savane",,J8T3N2,81017,Gatineau,771026,Carrefour (édifice primaire George-Étienne-Cartier),"30, rue de Savoie",,81017,Gatineau,J8T1K8,0,1,0,0,0,https://carrefour.cssd.gouv.qc.ca/,-75.717836,45.476197,Primaire,771000,Franco,2_OrgImm_Franco_primaire,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
,116775397,771035,Polyvalente Le Carrefour,Polyvalente Le Carrefour,"50, chemin de la Savane",,J8T3N2,81017,Gatineau,771185,Polyvalente Le Carrefour,"50, chemin de la Savane",,81017,Gatineau,J8T3N2,0,0,1,0,0,https://carrefour.cssd.gouv.qc.ca/,-75.69675,45.473162,Secondaire,771000,Franco,3_OrgImm_Franco_secondaire,Gatineau,Gatineau,Outaouais,Chapleau,Centre de services scolaire des Draveurs
